# SIH26006 - SYNTHETIC / DEMONSTRATION DATA - NOT REAL FREIGHT RATES
# Fabricated weekly voyage freight rates (USD/tonne) per lane in routes.csv,
# generated by a seeded random process for the prototype forecasting demo.
# They demonstrate the forecasting architecture, NOT real market accuracy.
# Do NOT use for analysis, model training, benchmarking or procurement.
week_start,route_id,origin_country,load_port,destination_port,cargo_type,freight_rate_usd_per_tonne,data_class
2026-04-13,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.81,SYNTHETIC_DEMO
2026-04-20,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.90,SYNTHETIC_DEMO
2026-04-27,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.78,SYNTHETIC_DEMO
2026-05-04,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.44,SYNTHETIC_DEMO
2026-05-11,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.39,SYNTHETIC_DEMO
2026-05-18,R27,Indonesia,Balikpapan,Dhamra,Limestone,12.96,SYNTHETIC_DEMO
2026-05-25,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.03,SYNTHETIC_DEMO
2026-06-01,R27,Indonesia,Balikpapan,Dhamra,Limestone,12.87,SYNTHETIC_DEMO
2026-06-08,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.48,SYNTHETIC_DEMO
2026-06-15,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.59,SYNTHETIC_DEMO
2026-06-22,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.57,SYNTHETIC_DEMO
2026-06-29,R27,Indonesia,Balikpapan,Dhamra,Limestone,14.00,SYNTHETIC_DEMO
2026-07-06,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.75,SYNTHETIC_DEMO
2026-07-13,R27,Indonesia,Balikpapan,Dhamra,Limestone,14.17,SYNTHETIC_DEMO
2026-07-20,R27,Indonesia,Balikpapan,Dhamra,Limestone,14.20,SYNTHETIC_DEMO
2026-07-27,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.98,SYNTHETIC_DEMO
2026-08-03,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.39,SYNTHETIC_DEMO
2026-08-10,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.41,SYNTHETIC_DEMO
2026-08-17,R27,Indonesia,Balikpapan,Dhamra,Limestone,12.99,SYNTHETIC_DEMO
2026-08-24,R27,Indonesia,Balikpapan,Dhamra,Limestone,13.00,SYNTHETIC_DEMO
2026-04-13,R28,Indonesia,Samarinda,Gopalpur,Limestone,13.82,SYNTHETIC_DEMO
2026-04-20,R28,Indonesia,Samarinda,Gopalpur,Limestone,13.42,SYNTHETIC_DEMO
2026-04-27,R28,Indonesia,Samarinda,Gopalpur,Limestone,13.54,SYNTHETIC_DEMO
2026-05-04,R28,Indonesia,Samarinda,Gopalpur,Limestone,13.61,SYNTHETIC_DEMO
2026-05-11,R28,Indonesia,Samarinda,Gopalpur,Limestone,13.26,SYNTHETIC_DEMO
2026-05-18,R28,Indonesia,Samarinda,Gopalpur,Limestone,13.75,SYNTHETIC_DEMO
2026-05-25,R28,Indonesia,Samarinda,Gopalpur,Limestone,13.68,SYNTHETIC_DEMO
2026-06-01,R28,Indonesia,Samarinda,Gopalpur,Limestone,14.73,SYNTHETIC_DEMO
2026-06-08,R28,Indonesia,Samarinda,Gopalpur,Limestone,14.22,SYNTHETIC_DEMO
2026-06-15,R28,Indonesia,Samarinda,Gopalpur,Limestone,14.39,SYNTHETIC_DEMO
2026-06-22,R28,Indonesia,Samarinda,Gopalpur,Limestone,14.64,SYNTHETIC_DEMO
2026-06-29,R28,Indonesia,Samarinda,Gopalpur,Limestone,14.36,SYNTHETIC_DEMO
2026-07-06,R28,Indonesia,Samarinda,Gopalpur,Limestone,13.89,SYNTHETIC_DEMO
2026-07-13,R28,Indonesia,Samarinda,Gopalpur,Limestone,14.11,SYNTHETIC_DEMO
2026-07-20,R28,Indonesia,Samarinda,Gopalpur,Limestone,14.09,SYNTHETIC_DEMO
2026-07-27,R28,Indonesia,Samarinda,Gopalpur,Limestone,14.01,SYNTHETIC_DEMO
2026-08-03,R28,Indonesia,Samarinda,Gopalpur,Limestone,13.73,SYNTHETIC_DEMO
2026-08-10,R28,Indonesia,Samarinda,Gopalpur,Limestone,13.95,SYNTHETIC_DEMO
2026-08-17,R28,Indonesia,Samarinda,Gopalpur,Limestone,13.81,SYNTHETIC_DEMO
2026-08-24,R28,Indonesia,Samarinda,Gopalpur,Limestone,13.54,SYNTHETIC_DEMO
2026-04-13,R29,Indonesia,Balikpapan,Paradip,Limestone,14.06,SYNTHETIC_DEMO
2026-04-20,R29,Indonesia,Balikpapan,Paradip,Limestone,14.24,SYNTHETIC_DEMO
2026-04-27,R29,Indonesia,Balikpapan,Paradip,Limestone,14.01,SYNTHETIC_DEMO
2026-05-04,R29,Indonesia,Balikpapan,Paradip,Limestone,12.90,SYNTHETIC_DEMO
2026-05-11,R29,Indonesia,Balikpapan,Paradip,Limestone,12.97,SYNTHETIC_DEMO
2026-05-18,R29,Indonesia,Balikpapan,Paradip,Limestone,13.58,SYNTHETIC_DEMO
2026-05-25,R29,Indonesia,Balikpapan,Paradip,Limestone,12.98,SYNTHETIC_DEMO
2026-06-01,R29,Indonesia,Balikpapan,Paradip,Limestone,13.05,SYNTHETIC_DEMO
2026-06-08,R29,Indonesia,Balikpapan,Paradip,Limestone,13.70,SYNTHETIC_DEMO
2026-06-15,R29,Indonesia,Balikpapan,Paradip,Limestone,13.89,SYNTHETIC_DEMO
2026-06-22,R29,Indonesia,Balikpapan,Paradip,Limestone,13.74,SYNTHETIC_DEMO
2026-06-29,R29,Indonesia,Balikpapan,Paradip,Limestone,14.49,SYNTHETIC_DEMO
2026-07-06,R29,Indonesia,Balikpapan,Paradip,Limestone,14.85,SYNTHETIC_DEMO
2026-07-13,R29,Indonesia,Balikpapan,Paradip,Limestone,15.15,SYNTHETIC_DEMO
2026-07-20,R29,Indonesia,Balikpapan,Paradip,Limestone,14.62,SYNTHETIC_DEMO
2026-07-27,R29,Indonesia,Balikpapan,Paradip,Limestone,15.09,SYNTHETIC_DEMO
2026-08-03,R29,Indonesia,Balikpapan,Paradip,Limestone,15.18,SYNTHETIC_DEMO
2026-08-10,R29,Indonesia,Balikpapan,Paradip,Limestone,14.06,SYNTHETIC_DEMO
2026-08-17,R29,Indonesia,Balikpapan,Paradip,Limestone,14.10,SYNTHETIC_DEMO
2026-08-24,R29,Indonesia,Balikpapan,Paradip,Limestone,14.11,SYNTHETIC_DEMO
